id,original_language,title,genre_list,cast_list,crew_list,comp_list,comb
23398,en,Alvin and the Chipmunks: The Squeakquel,Comedy Family Animation Fantasy Music ,Toby Ian Dave ,Betty Thomas,RegencyEnterprises Fox2000Pictures BagdasarianProductions ,Comedy Family Animation Fantasy Music Toby Ian Dave Betty ThomasRegencyEnterprises Fox2000Pictures BagdasarianProductions en
10590,en,We Were Soldiers,Action History War ,Lt.Col.HalMoore Maj.Bruce'Snake'Crandall JulieMoore ,Randall Wallace,IconEntertainmentInternational WheelhouseEntertainment MotionPictureProductionGmbH&Co.ErsteKG ,Action History War Lt.Col.HalMoore Maj.Bruce'Snake'Crandall JulieMoore Randall WallaceIconEntertainmentInternational WheelhouseEntertainment MotionPictureProductionGmbH&Co.ErsteKG en
117263,en,Olympus Has Fallen,Action Thriller ,MikeBanning PresidentBenjaminAsher LynneJacobs ,Antoine Fuqua,NuImageFilms MillenniumFilms ,Action Thriller MikeBanning PresidentBenjaminAsher LynneJacobs Antoine FuquaNuImageFilms MillenniumFilms en
200,en,Star Trek: Insurrection,Science Fiction Action Adventure Thriller ,CaptainJean-LucPicard CommanderWilliamT.Riker Lt.CommanderData ,Jonathan Frakes,ParamountPictures ,Science Fiction Action Adventure Thriller CaptainJean-LucPicard CommanderWilliamT.Riker Lt.CommanderData Jonathan FrakesParamountPictures en
44943,en,Battle: Los Angeles,Action Science Fiction ,MichaelNantz WilliamMartinez Cpl.LeeImlay ,Jonathan Liebesman,ColumbiaPictures OriginalFilm RelativityMedia ,Action Science Fiction MichaelNantz WilliamMartinez Cpl.LeeImlay Jonathan LiebesmanColumbiaPictures OriginalFilm RelativityMedia en
587,en,Big Fish,Adventure Fantasy Drama ,YoungerEdBloom OlderEdBloom WillBloom ,Tim Burton,ColumbiaPictures TheZanuckCompany Jinks/CohenCompany TimBurtonProductions ,Adventure Fantasy Drama YoungerEdBloom OlderEdBloom WillBloom Tim BurtonColumbiaPictures TheZanuckCompany Jinks/CohenCompany TimBurtonProductions en
10395,en,Wolf,Fantasy ,WillRandall RaymondAlden StewartSwinton ,Mike Nichols,ColumbiaPictures ,Fantasy WillRandall RaymondAlden StewartSwinton Mike NicholsColumbiaPictures en
57212,en,War Horse,Drama War ,Capt.JamesNicholls Maj.JamieStewart GeordieSoldier ,Steven Spielberg,"DreamWorksSKG AmblinEntertainment RelianceEntertainment Kennedy/MarshallCompany,The ","Drama War Capt.JamesNicholls Maj.JamieStewart GeordieSoldier Steven SpielbergDreamWorksSKG AmblinEntertainment RelianceEntertainment Kennedy/MarshallCompany,The en"
152760,en,The Monuments Men,War Drama History Action ,JamesGranger ClaireSimone FrankStokes ,George Clooney,ColumbiaPictures StudioBabelsberg Fox2000Pictures SmokehousePictures ObeliskProductions ,War Drama History Action JamesGranger ClaireSimone FrankStokes George ClooneyColumbiaPictures StudioBabelsberg Fox2000Pictures SmokehousePictures ObeliskProductions en
2756,en,The Abyss,Adventure Action Thriller Science Fiction ,Virgil'Bud'Brigman LindseyBrigman LieutenantHiramCoffey ,James Cameron,TwentiethCenturyFoxFilmCorporation LightstormEntertainment PacificWestern ,Adventure Action Thriller Science Fiction Virgil'Bud'Brigman LindseyBrigman LieutenantHiramCoffey James CameronTwentiethCenturyFoxFilmCorporation LightstormEntertainment PacificWestern en
33909,en,Wall Street: Money Never Sleeps,Drama Crime ,GordonGekko JacobMoore BrettonJames ,Oliver Stone,TwentiethCenturyFoxFilmCorporation DuneEntertainment DuneEntertainmentIII EdwardR.PressmanFilm ,Drama Crime GordonGekko JacobMoore BrettonJames Oliver StoneTwentiethCenturyFoxFilmCorporation DuneEntertainment DuneEntertainmentIII EdwardR.PressmanFilm en
49017,en,Dracula Untold,Horror Action Drama Fantasy War ,Dracula/VladTepes Mirena/MinaMurray MehmedII ,Gary Shore,UniversalPictures LegendaryPictures FujiTelevisionNetwork Dentsu MichaelDeLucaProductions ,Horror Action Drama Fantasy War Dracula/VladTepes Mirena/MinaMurray MehmedII Gary ShoreUniversalPictures LegendaryPictures FujiTelevisionNetwork Dentsu MichaelDeLucaProductions en
9882,en,The Siege,Drama Action Thriller Crime ,Anthony'Hub'Hubbard EliseKraft/SharonBridger Major-GeneralWilliamDevereaux ,Edward Zwick,"TwentiethCenturyFoxFilmCorporation LyndaObstProductions BedfordFallsCompany,The ","Drama Action Thriller Crime Anthony'Hub'Hubbard EliseKraft/SharonBridger Major-GeneralWilliamDevereaux Edward ZwickTwentiethCenturyFoxFilmCorporation LyndaObstProductions BedfordFallsCompany,The en"
2270,en,Stardust,Adventure Fantasy Romance Family ,Yvaine Tristan Lamia ,Matthew Vaughn,ParamountPictures IngeniousFilmPartners DiBonaventuraPictures MarvFilms VaughnProductions ,Adventure Fantasy Romance Family Yvaine Tristan Lamia Matthew VaughnParamountPictures IngeniousFilmPartners DiBonaventuraPictures MarvFilms VaughnProductions en
978,en,Seven Years in Tibet,Adventure Drama History ,"HeinrichHarrer DalaiLama,14YearsOld PeterAufschnaiter ",Jean-Jacques Annaud,TriStarPictures MandalayEntertainment Applecross Reperage&VanguardFilms ,"Adventure Drama History HeinrichHarrer DalaiLama,14YearsOld PeterAufschnaiter Jean-Jacques AnnaudTriStarPictures MandalayEntertainment Applecross Reperage&VanguardFilms en"
44564,en,The Dilemma,Comedy Drama ,NickBrannen RonnyValentine GenevaBrannen ,Ron Howard,ImagineEntertainment UniversalPictures SpyglassEntertainment WildWestPictureShowProductions ,Comedy Drama NickBrannen RonnyValentine GenevaBrannen Ron HowardImagineEntertainment UniversalPictures SpyglassEntertainment WildWestPictureShowProductions en
3132,en,Bad Company,Action Adventure Comedy Thriller ,OfficerOakes JakeHayes/KevinPope/MichaelTurner AdrikVas ,Joel Schumacher,JerryBruckheimerFilms TouchstonePictures StillkingFilms ,Action Adventure Comedy Thriller OfficerOakes JakeHayes/KevinPope/MichaelTurner AdrikVas Joel SchumacherJerryBruckheimerFilms TouchstonePictures StillkingFilms en
8814,en,Doom,Adventure Action Horror ,Sarge JohnGrimm SamanthaGrimm ,Andrzej Bartkowiak,DiBonaventuraPictures JohnWellsProductions ReaperProductions StillkingFilms BabelsbergFilm DoomProductions DistantPlanetProductions ,Adventure Action Horror Sarge JohnGrimm SamanthaGrimm Andrzej BartkowiakDiBonaventuraPictures JohnWellsProductions ReaperProductions StillkingFilms BabelsbergFilm DoomProductions DistantPlanetProductions en
8427,en,I Spy,Action Adventure Comedy Thriller ,KellyRobinson AlexanderScott Rachel ,Betty Thomas,ColumbiaPicturesCorporation ,Action Adventure Comedy Thriller KellyRobinson AlexanderScott Rachel Betty ThomasColumbiaPicturesCorporation en
52520,en,Underworld: Awakening,Fantasy Action Horror ,Selene Dr.JacobLane DetectiveSebastian ,Måns Mårlind,LakeshoreEntertainment SaturnFilms ScreenGems SketchFilms UW4Productions ,Fantasy Action Horror Selene Dr.JacobLane DetectiveSebastian Måns MårlindLakeshoreEntertainment SaturnFilms ScreenGems SketchFilms UW4Productions en
80585,en,Rock of Ages,Comedy Drama Music Romance ,SherrieChristian DrewBoley StaceeJaxx ,Adam Shankman,NewLineCinema OffspringEntertainment CornerStoreEntertainment MaterialPictures ,Comedy Drama Music Romance SherrieChristian DrewBoley StaceeJaxx Adam ShankmanNewLineCinema OffspringEntertainment CornerStoreEntertainment MaterialPictures en
10592,en,Hart's War,Drama War ,Col.WilliamA.McNamara Lt.ThomasW.Hart Lt.LincolnA.Scott ,Gregory Hoblit,DavidFosterProductions CheyenneEnterprises Metro-Goldwyn-Mayer(MGM) DavidLaddFilms ,Drama War Col.WilliamA.McNamara Lt.ThomasW.Hart Lt.LincolnA.Scott Gregory HoblitDavidFosterProductions CheyenneEnterprises Metro-Goldwyn-Mayer(MGM) DavidLaddFilms en
49021,en,Killer Elite,Action Adventure Thriller ,Danny Spike Hunter ,Gary McKendry,CurrentEntertainment OmnilabMedia AmbienceEntertainment InternationalTraders OpenRoadFilms SighvatssonFilms PalomarPictures(II) FilmVictoria WalesCreativeIPFund ,Action Adventure Thriller Danny Spike Hunter Gary McKendryCurrentEntertainment OmnilabMedia AmbienceEntertainment InternationalTraders OpenRoadFilms SighvatssonFilms PalomarPictures(II) FilmVictoria WalesCreativeIPFund en
11535,en,Rollerball,Action Science Fiction Thriller ,JonathanCross MarcusRidley Aurora ,John McTiernan,AtlasEntertainment Toho-Towa MosaicMediaGroup YorktownProductions HelkonMediaAG Metro-Goldwyn-Mayer(MGM) ,Action Science Fiction Thriller JonathanCross MarcusRidley Aurora John McTiernanAtlasEntertainment Toho-Towa MosaicMediaGroup YorktownProductions HelkonMediaAG Metro-Goldwyn-Mayer(MGM) en
10550,en,Ballistic: Ecks vs. Sever,Action Adventure Thriller ,AgentJeremiahEcks AgentSever RobertGant ,Wych Kaosayananda,EpsilonMotionPictures FranchisePictures DanteEntertainment ChrisLeeProductions SuperMega MHFErsteAcademyFilmGmbH&Co.ProduktionsKG ,Action Adventure Thriller AgentJeremiahEcks AgentSever RobertGant Wych KaosayanandaEpsilonMotionPictures FranchisePictures DanteEntertainment ChrisLeeProductions SuperMega MHFErsteAcademyFilmGmbH&Co.ProduktionsKG en
11258,en,Hard Rain,Thriller ,Jim Tom Sheriff ,Mikael Salomon,ParamountPictures Toho-Towa MutualFilmCompany PolyGramFilmedEntertainment Marubeni TeleMünchenFernsehProduktionsgesellschaft(TMG) UGCPH BritishBroadcastingCorporation(BBC)Television StargateStudios ,Thriller Jim Tom Sheriff Mikael SalomonParamountPictures Toho-Towa MutualFilmCompany PolyGramFilmedEntertainment Marubeni TeleMünchenFernsehProduktionsgesellschaft(TMG) UGCPH BritishBroadcastingCorporation(BBC)Television StargateStudios en
12610,en,Osmosis Jones,Adventure Animation Action Comedy Family ,OsmosisJones(voice) Thrax(voice) Drix(voice) ,Bobby Farrelly,ConundrumEntertainment WarnerBros.Animation WarnerBros. ,Adventure Animation Action Comedy Family OsmosisJones(voice) Thrax(voice) Drix(voice) Bobby FarrellyConundrumEntertainment WarnerBros.Animation WarnerBros. en
59981,en,Legends of Oz: Dorothy's Return,Animation Music Family ,Dorothy(voice) Scarecrow(voice) Tugg(voice) ,Dan St. Pierre,PranaAnimationStudios SummertimeEntertainment ,Animation Music Family Dorothy(voice) Scarecrow(voice) Tugg(voice) Dan St. PierrePranaAnimationStudios SummertimeEntertainment en
201088,en,Blackhat,Crime Drama Mystery ,NicholasHathaway ChenDawai ChenLien ,Michael Mann,UniversalPictures ForwardPass LegendaryPictures ,Crime Drama Mystery NicholasHathaway ChenDawai ChenLien Michael MannUniversalPictures ForwardPass LegendaryPictures en
5137,en,Sky Captain and the World of Tomorrow,Mystery Action Thriller Science Fiction Adventure ,SkyCaptain PollyPerkins Dex ,Kerry Conran,ParamountPictures NaturalNylonEntertainment RiffRaffFilmProductions Filmauro BlueFlowerProductions BrooklynFilmsII ,Mystery Action Thriller Science Fiction Adventure SkyCaptain PollyPerkins Dex Kerry ConranParamountPictures NaturalNylonEntertainment RiffRaffFilmProductions Filmauro BlueFlowerProductions BrooklynFilmsII en
3093,en,Basic Instinct 2,Crime Mystery Thriller ,CatherineTramell MichaelGlass MilenaGardosh ,Michael Caton-Jones,IntermediaFilms Kanzaman C-2Pictures IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG ,Crime Mystery Thriller CatherineTramell MichaelGlass MilenaGardosh Michael Caton-JonesIntermediaFilms Kanzaman C-2Pictures IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG en
107846,en,Escape Plan,Action Thriller ,RayBreslin EmilRottmayer WillardHobbes ,Mikael Håfström,SummitEntertainment AtmosphereEntertainmentMM Emmett/FurlaFilms MarkCantonProductions EnvisionEntertainment Boies/SchillerFilmGroup KnightsbridgeEntertainment ,Action Thriller RayBreslin EmilRottmayer WillardHobbes Mikael HåfströmSummitEntertainment AtmosphereEntertainmentMM Emmett/FurlaFilms MarkCantonProductions EnvisionEntertainment Boies/SchillerFilmGroup KnightsbridgeEntertainment en
188207,en,The Legend of Hercules,Action Adventure ,Hercules Sotiris Hebe ,Renny Harlin,MillenniumFilms ,Action Adventure Hercules Sotiris Hebe Renny HarlinMillenniumFilms en
4614,en,The Sum of All Fears,Thriller Action Drama ,JackRyan DCIWilliamCabot PresidentRobertBobFowler ,Phil Alden Robinson,ParamountPictures MaceNeufeldProductions MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG S.O.A.F.Productions Mel'sCiteduCinema ,Thriller Action Drama JackRyan DCIWilliamCabot PresidentRobertBobFowler Phil Alden RobinsonParamountPictures MaceNeufeldProductions MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG S.O.A.F.Productions Mel'sCiteduCinema en
24021,en,The Twilight Saga: Eclipse,Adventure Fantasy Drama Romance ,Isabella'Bella'Swan EdwardCullen JacobBlack ,David Slade,SummitEntertainment MaverickFilms ImprintEntertainment SunsweptEntertainment TempleHillEntertainment ,Adventure Fantasy Drama Romance Isabella'Bella'Swan EdwardCullen JacobBlack David SladeSummitEntertainment MaverickFilms ImprintEntertainment SunsweptEntertainment TempleHillEntertainment en
11371,en,The Score,Action Crime Thriller ,NickWells JackTeller Max ,Frank Oz,ParamountPictures MandalayPictures HorseshoeBayProductions ,Action Crime Thriller NickWells JackTeller Max Frank OzParamountPictures MandalayPictures HorseshoeBayProductions en
20352,en,Despicable Me,Animation Family ,Gru(voice) Vector(voice) Dr.Nefario(voice) ,Pierre Coffin,UniversalPictures IlluminationEntertainment ,Animation Family Gru(voice) Vector(voice) Dr.Nefario(voice) Pierre CoffinUniversalPictures IlluminationEntertainment en
11517,en,Money Train,Action Comedy Crime ,John Charlie GraceSantiago ,Joseph Ruben,ColumbiaPictures ,Action Comedy Crime John Charlie GraceSantiago Joseph RubenColumbiaPictures en
214756,en,Ted 2,Comedy ,John Ted(voice) SamanthaJackson ,Seth MacFarlane,UniversalPictures FuzzyDoorProductions BluegrassFilms SmartEntertainment MediaRightsCapital(MRC) ,Comedy John Ted(voice) SamanthaJackson Seth MacFarlaneUniversalPictures FuzzyDoorProductions BluegrassFilms SmartEntertainment MediaRightsCapital(MRC) en
26428,en,Agora,Adventure Drama History ,Hypatia Davus Orestes ,Alejandro Amenábar,Himenóptero TelecincoCinema ModProducciones NimarStudios Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) GovernmentofMalta ,Adventure Drama History Hypatia Davus Orestes Alejandro AmenábarHimenóptero TelecincoCinema ModProducciones NimarStudios Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) GovernmentofMalta en
9824,en,Mystery Men,Adventure Fantasy Action Comedy Science Fiction ,Mr.Furious CasanovaFrankenstein Monica ,Kinka Usher,UniversalPictures DarkHorseEntertainment GolarProductions ,Adventure Fantasy Action Comedy Science Fiction Mr.Furious CasanovaFrankenstein Monica Kinka UsherUniversalPictures DarkHorseEntertainment GolarProductions en
48988,en,Hall Pass,Comedy ,RickMills FredSearing MaggieMills ,Bobby Farrelly,NewLineCinema ConundrumEntertainment ,Comedy RickMills FredSearing MaggieMills Bobby FarrellyNewLineCinema ConundrumEntertainment en
9008,en,The Insider,Drama Thriller ,LowellBergman JeffreyWigand MikeWallace ,Michael Mann,SpyglassEntertainment ForwardPass KaitzProductions Mann/RothProductions TouchstonePictures ,Drama Thriller LowellBergman JeffreyWigand MikeWallace Michael MannSpyglassEntertainment ForwardPass KaitzProductions Mann/RothProductions TouchstonePictures en
300673,en,The Finest Hours,Action Drama History Thriller ,BernieWebber RaySybert RichardLivesey ,Craig Gillespie,WaltDisneyPictures WhitakerEntertainment BergstenMusic RedHawkEntertainment ,Action Drama History Thriller BernieWebber RaySybert RichardLivesey Craig GillespieWaltDisneyPictures WhitakerEntertainment BergstenMusic RedHawkEntertainment en
12113,en,Body of Lies,Action Drama Thriller ,RogerFerris EdHoffman Hani ,Ridley Scott,ScottFreeProductions DeLinePictures WarnerBros. ,Action Drama Thriller RogerFerris EdHoffman Hani Ridley ScottScottFreeProductions DeLinePictures WarnerBros. en
38778,en,Dinner for Schmucks,Comedy ,Barry TimWagner Julie ,Jay Roach,ParamountPictures DreamWorksSKG SpyglassEntertainment EverymanPictures RelianceBIGEntertainment Parkes/MacDonaldProductions ,Comedy Barry TimWagner Julie Jay RoachParamountPictures DreamWorksSKG SpyglassEntertainment EverymanPictures RelianceBIGEntertainment Parkes/MacDonaldProductions en
72331,en,Abraham Lincoln: Vampire Hunter,Action Fantasy Horror ,AbrahamLincoln HenrySturgess WillJohnson ,Timur Bekmambetov,TwentiethCenturyFoxFilmCorporation BazelevsProduction TimBurtonProductions AbrahamProductions LocationGourmet ,Action Fantasy Horror AbrahamLincoln HenrySturgess WillJohnson Timur BekmambetovTwentiethCenturyFoxFilmCorporation BazelevsProduction TimBurtonProductions AbrahamProductions LocationGourmet en
1844,en,Entrapment,Romance Drama Mystery ,"Robert""Mac""MacDougal Virginia""Gin""Baker HectorCruz ",Jon Amiel,FountainbridgeFilms RegencyEnterprises ,"Romance Drama Mystery Robert""Mac""MacDougal Virginia""Gin""Baker HectorCruz Jon AmielFountainbridgeFilms RegencyEnterprises en"
846,en,The X Files,Mystery Science Fiction Thriller ,AgentFoxMulder AgentDanaScully AssistantDirectorWalterSkinner ,Rob Bowman,TwentiethCenturyFoxFilmCorporation TenThirteenProductions ,Mystery Science Fiction Thriller AgentFoxMulder AgentDanaScully AssistantDirectorWalterSkinner Rob BowmanTwentiethCenturyFoxFilmCorporation TenThirteenProductions en
9703,en,The Last Legion,Action Adventure Fantasy War ,Aurelius Ambrosinus Mira ,Doug Lefler,IngeniousFilmPartners QuintaCommunications DinoDeLaurentiisCompany ZephyrFilms ,Action Adventure Fantasy War Aurelius Ambrosinus Mira Doug LeflerIngeniousFilmPartners QuintaCommunications DinoDeLaurentiisCompany ZephyrFilms en
857,en,Saving Private Ryan,Drama History War ,CaptainJohnH.Miller PrivateJamesFrancisRyan PrivateAdrianCaparzo ,Steven Spielberg,ParamountPictures DreamWorksSKG AmblinEntertainment MutualFilmCompany MarkGordonProductions ,Drama History War CaptainJohnH.Miller PrivateJamesFrancisRyan PrivateAdrianCaparzo Steven SpielbergParamountPictures DreamWorksSKG AmblinEntertainment MutualFilmCompany MarkGordonProductions en
136797,en,Need for Speed,Action Crime Drama Thriller ,TobeyMarshall DinoBrewster JuliaMaddon ,Scott Waugh,DreamWorksSKG RelianceEntertainment BanditoBrothers TouchstonePictures ElectronicArts RevolutionSunStudios ,Action Crime Drama Thriller TobeyMarshall DinoBrewster JuliaMaddon Scott WaughDreamWorksSKG RelianceEntertainment BanditoBrothers TouchstonePictures ElectronicArts RevolutionSunStudios en
3981,en,What Women Want,Comedy Romance ,DarcyMcGuire NickMarshall Lola ,Nancy Meyers,ParamountPictures CentropolisEntertainment IconEntertainmentInternational WindDancerProductions ,Comedy Romance DarcyMcGuire NickMarshall Lola Nancy MeyersParamountPictures CentropolisEntertainment IconEntertainmentInternational WindDancerProductions en
425,en,Ice Age,Animation Comedy Family Adventure ,Manny(voice) Sid(voice) Diego(voice) ,Chris Wedge,TwentiethCenturyFoxFilmCorporation BlueSkyStudios TwentiethCenturyFoxAnimation ,Animation Comedy Family Adventure Manny(voice) Sid(voice) Diego(voice) Chris WedgeTwentiethCenturyFoxFilmCorporation BlueSkyStudios TwentiethCenturyFoxAnimation en
6171,en,Dreamcatcher,Drama Horror Science Fiction Thriller ,Col.AbrahamCurtis Dr.HenryDevlin Joe'Beaver'Clarenden ,Lawrence Kasdan,VillageRoadshowPictures CastleRockEntertainment NPVEntertainment KasdanPictures WVFilmsII ,Drama Horror Science Fiction Thriller Col.AbrahamCurtis Dr.HenryDevlin Joe'Beaver'Clarenden Lawrence KasdanVillageRoadshowPictures CastleRockEntertainment NPVEntertainment KasdanPictures WVFilmsII en
72976,en,Lincoln,History Drama ,AbrahamLincoln MaryToddLincoln WilliamSeward ,Steven Spielberg,DreamWorks AmblinEntertainment TwentiethCenturyFoxFilmCorporation DuneEntertainment TheKennedy/MarshallCompany ParticipantMedia RelianceEntertainment ,History Drama AbrahamLincoln MaryToddLincoln WilliamSeward Steven SpielbergDreamWorks AmblinEntertainment TwentiethCenturyFoxFilmCorporation DuneEntertainment TheKennedy/MarshallCompany ParticipantMedia RelianceEntertainment en
603,en,The Matrix,Action Science Fiction ,"Thomas""Neo""Anderson Morpheus Trinity ",Lilly Wachowski,VillageRoadshowPictures GrouchoIIFilmPartnership SilverPictures WarnerBros. ,"Action Science Fiction Thomas""Neo""Anderson Morpheus Trinity Lilly WachowskiVillageRoadshowPictures GrouchoIIFilmPartnership SilverPictures WarnerBros. en"
568,en,Apollo 13,Drama ,JimLovell FredHaise JackSwigert ,Ron Howard,ImagineEntertainment UniversalPictures ,Drama JimLovell FredHaise JackSwigert Ron HowardImagineEntertainment UniversalPictures en
9021,en,The Santa Clause 2,Fantasy Comedy Family ,"ScottCalvin/SantaClause PrincipalCarolNewman Bernard,derElf ",Michael Lembeck,WaltDisneyPictures OutlawProductions BoxingCatFilms ,"Fantasy Comedy Family ScottCalvin/SantaClause PrincipalCarolNewman Bernard,derElf Michael LembeckWaltDisneyPictures OutlawProductions BoxingCatFilms en"
82695,en,Les Misérables,Drama Music Romance ,JeanValjean Javert Fantine ,Tom Hooper,UniversalPictures RelativityMedia CAMERONMACKINTOSH WorkingTitleFilms ,Drama Music Romance JeanValjean Javert Fantine Tom HooperUniversalPictures RelativityMedia CAMERONMACKINTOSH WorkingTitleFilms en
9489,en,You've Got Mail,Comedy Romance ,JoeFox KathleenKelly YoungKathleenKelly ,Nora Ephron,WarnerBros. ,Comedy Romance JoeFox KathleenKelly YoungKathleenKelly Nora EphronWarnerBros. en
12133,en,Step Brothers,Comedy ,BrennanHuff DaleDoback NancyHuff ,Adam McKay,ColumbiaPictures MosaicMediaGroup GarySanchezProductions RelativityMedia ApatowProductions ,Comedy BrennanHuff DaleDoback NancyHuff Adam McKayColumbiaPictures MosaicMediaGroup GarySanchezProductions RelativityMedia ApatowProductions en
9342,en,The Mask of Zorro,Action Adventure ,AlejandroMurrieta/Zorro DonDiegodelaVega/Zorro ElenaMontero/ElenaMurrieta ,Martin Campbell,AmblinEntertainment TriStarPictures ,Action Adventure AlejandroMurrieta/Zorro DonDiegodelaVega/Zorro ElenaMontero/ElenaMurrieta Martin CampbellAmblinEntertainment TriStarPictures en
41733,en,Due Date,Comedy Drama ,PeterHighman EthanTremblay SarahHighman ,Todd Phillips,LegendaryPictures GreenHatFilms WarnerBros. ,Comedy Drama PeterHighman EthanTremblay SarahHighman Todd PhillipsLegendaryPictures GreenHatFilms WarnerBros. en
227306,en,Unbroken,Drama War ,LouisZamperini RusselAllen'Phil'Phillips JohnFitzgerald ,Angelina Jolie,LegendaryPictures 3ArtsEntertainment JoliePas ,Drama War LouisZamperini RusselAllen'Phil'Phillips JohnFitzgerald Angelina JolieLegendaryPictures 3ArtsEntertainment JoliePas en
5551,en,Space Cowboys,Action Adventure Thriller ,FrankCorvin HawkHawkins JerryO`Neill ,Clint Eastwood,VillageRoadshowPictures MalpasoProductions MadChance WarnerBros. ClipsalFilms DigitalImageAssociates ,Action Adventure Thriller FrankCorvin HawkHawkins JerryO`Neill Clint EastwoodVillageRoadshowPictures MalpasoProductions MadChance WarnerBros. ClipsalFilms DigitalImageAssociates en
9350,en,Cliffhanger,Action Adventure Thriller ,GabeWalker EricQualen HalTucker ,Renny Harlin,TriStarPictures Canal+ CarolcoPictures RCSVideo CliffhangerProductions Pioneer ,Action Adventure Thriller GabeWalker EricQualen HalTucker Renny HarlinTriStarPictures Canal+ CarolcoPictures RCSVideo CliffhangerProductions Pioneer en
9208,en,Broken Arrow,Action Adventure Drama Thriller ,Maj.Vic'Deak'Deakins Capt.RileyHale TerryCarmichael ,John Woo,TwentiethCenturyFoxFilmCorporation WCGEntertainmentProductions MarkGordonProductions ,Action Adventure Drama Thriller Maj.Vic'Deak'Deakins Capt.RileyHale TerryCarmichael John WooTwentiethCenturyFoxFilmCorporation WCGEntertainmentProductions MarkGordonProductions en
4244,en,The Kid,Fantasy Comedy Family ,RussellDuritz RustyDuritz Amy ,Jon Turteltaub,WaltDisneyPictures ,Fantasy Comedy Family RussellDuritz RustyDuritz Amy Jon TurteltaubWaltDisneyPictures en
1852,en,World Trade Center,Drama History Thriller ,JohnMcLoughlin DonnaMcLoughlin AllisonJimeno ,Oliver Stone,ParamountPictures DoubleFeatureFilms IntermediaFilms KernosFilmproduktionsgesellschaft&Company ,Drama History Thriller JohnMcLoughlin DonnaMcLoughlin AllisonJimeno Oliver StoneParamountPictures DoubleFeatureFilms IntermediaFilms KernosFilmproduktionsgesellschaft&Company en
11820,en,Mona Lisa Smile,Drama Romance ,KatherineAnnWatson BettyWarren JoanBrandwyn ,Mike Newell,ColumbiaPictures RevolutionStudios ,Drama Romance KatherineAnnWatson BettyWarren JoanBrandwyn Mike NewellColumbiaPictures RevolutionStudios en
76493,en,The Dictator,Comedy ,Aladeen/Efawadh Omar Doctor ,Larry Charles,ParamountPictures ,Comedy Aladeen/Efawadh Omar Doctor Larry CharlesParamountPictures en
345,en,Eyes Wide Shut,Mystery Drama ,Dr.William'Bill'Harford AliceHarford HelenaHarford ,Stanley Kubrick,HobbyFilms PoleStar StanleyKubrickProductions WarnerBros. ,Mystery Drama Dr.William'Bill'Harford AliceHarford HelenaHarford Stanley KubrickHobbyFilms PoleStar StanleyKubrickProductions WarnerBros. en
196867,en,Annie,Comedy Drama Family ,"AnnieBeckett William""Will""Stacks GraceFarell ",Will Gluck,ColumbiaPictures OliveBridgeEntertainment SonyPicturesEntertainment(SPE) OverbrookEntertainment MarcyMedia ,"Comedy Drama Family AnnieBeckett William""Will""Stacks GraceFarell Will GluckColumbiaPictures OliveBridgeEntertainment SonyPicturesEntertainment(SPE) OverbrookEntertainment MarcyMedia en"
256591,en,Focus,Romance Comedy Crime Drama ,Nicky JessBarrett Garriga ,Glenn Ficarra,Kramer&SigmanFilms RatPac-DuneEntertainment ZaftigFilms ,Romance Comedy Crime Drama Nicky JessBarrett Garriga Glenn FicarraKramer&SigmanFilms RatPac-DuneEntertainment ZaftigFilms en
59962,en,This Means War,Action Comedy Romance ,Lauren FDRFoster Tuck ,McG,DuneEntertainment OverbrookFilms RobertSimondsProductions ,Action Comedy Romance Lauren FDRFoster Tuck McGDuneEntertainment OverbrookFilms RobertSimondsProductions en
36648,en,Blade: Trinity,Science Fiction Action Horror Thriller Adventure Fantasy ,Blade Whistler Drake ,David S. Goyer,NewLineCinema AmenRaFilms ShawnDanielleProductionsLtd. ImaginaryForces MarvelEnterprises PeterFrankfurtProductions ,Science Fiction Action Horror Thriller Adventure Fantasy Blade Whistler Drake David S. GoyerNewLineCinema AmenRaFilms ShawnDanielleProductionsLtd. ImaginaryForces MarvelEnterprises PeterFrankfurtProductions en
1880,en,Red Dawn,Action Thriller ,Jed Robert Erica ,John Milius,UnitedArtists ValkyrieFilms ,Action Thriller Jed Robert Erica John MiliusUnitedArtists ValkyrieFilms en
9440,en,Primary Colors,Comedy Drama ,JackStanton SusanStanton RichardJemmons ,Mike Nichols,UniversalPictures MutualFilmCompany ,Comedy Drama JackStanton SusanStanton RichardJemmons Mike NicholsUniversalPictures MutualFilmCompany en
71679,en,Resident Evil: Retribution,Action Horror Science Fiction ,Alice JillValentine RainOcampo ,Paul W.S. Anderson,Davis-Films ,Action Horror Science Fiction Alice JillValentine RainOcampo Paul W.S. AndersonDavis-Films en
